utt,ch1,ch2,ch3,ch4,ch5,ch6
F04_051C010C_CAF,0.947,0.646,0.947,0.993,0.993,0.954
F04_051C010D_CAF,0.934,0.856,0.934,0.988,0.988,0.959
F04_051C010F_CAF,0.917,0.915,0.918,0.979,0.990,0.990
F04_051C010I_CAF,0.924,0.761,0.924,0.983,0.983,0.959
F04_051C010J_CAF,0.908,0.897,0.908,0.985,0.985,0.963
F04_051C010P_CAF,0.948,0.751,0.939,0.981,0.981,0.975
F04_051C010Q_CAF,0.958,0.781,0.958,0.990,0.990,0.957
F04_051C010U_CAF,0.929,0.896,0.929,0.984,0.984,0.964
F04_051C010X_CAF,0.909,0.914,0.920,0.992,0.992,0.982
F04_051C010Z_CAF,0.919,0.813,0.919,0.983,0.983,0.926
F04_051C0113_CAF,0.900,0.785,0.900,0.974,0.974,0.896
F04_052C0101_CAF,0.889,0.898,0.889,0.981,0.981,0.951
F04_052C0105_CAF,0.920,0.930,0.930,0.990,0.990,0.971
F04_052C0106_CAF,0.941,0.906,0.941,0.989,0.989,0.980
F04_052C010B_CAF,0.964,0.854,0.964,0.989,0.989,0.975
F04_052C010D_CAF,0.929,0.957,0.957,0.986,0.986,0.974
F04_052C010I_CAF,0.951,0.750,0.943,0.983,0.983,0.970
F04_052C010K_CAF,0.890,0.938,0.938,0.991,0.991,0.971
F04_052C010O_CAF,0.939,0.900,0.939,0.989,0.989,0.982
F04_052C010R_CAF,0.921,0.877,0.924,0.982,0.982,0.970
F04_052C010T_CAF,0.861,0.900,0.900,0.983,0.983,0.958
F04_052C010V_CAF,0.915,0.900,0.915,0.980,0.980,0.964
F04_052C010Z_CAF,0.956,0.838,0.956,0.989,0.989,0.958
F04_052C0115_CAF,0.954,0.849,0.954,0.989,0.989,0.980
F04_053C0101_CAF,0.899,0.885,0.899,0.989,0.989,0.953
F04_053C010B_CAF,0.902,0.901,0.901,0.983,0.983,0.960
F04_053C010G_CAF,0.961,0.801,0.961,0.996,0.996,0.984
F04_053C010H_CAF,0.919,0.920,0.919,0.986,0.986,0.949
F04_053C010I_CAF,0.914,0.880,0.914,0.985,0.985,0.963
F04_053C010L_CAF,0.902,0.900,0.902,0.959,0.959,0.931
F04_053C010M_CAF,0.955,0.768,0.955,0.983,0.983,0.963
F04_053C010Q_CAF,0.868,0.899,0.880,0.988,0.988,0.945
F04_053C010X_CAF,0.913,0.867,0.913,0.988,0.988,0.970
F04_053C0114_CAF,0.959,0.733,0.960,0.993,0.993,0.960
F04_22GC0102_CAF,0.959,0.917,0.959,0.991,0.991,0.981
F04_22GC0105_CAF,0.884,0.892,0.892,0.987,0.987,0.934
F04_22GC0108_CAF,0.937,0.697,0.937,0.979,0.979,0.939
F04_22GC0109_CAF,0.947,0.762,0.945,0.989,0.989,0.930
F04_22GC010B_CAF,0.911,0.863,0.907,0.975,0.975,0.968
F04_22GC010K_CAF,0.954,0.915,0.955,0.991,0.991,0.961
F04_22GC010P_CAF,0.930,0.716,0.930,0.982,0.982,0.909
F04_22GC010S_CAF,0.947,0.736,0.947,0.989,0.989,0.903
F04_22GC010Z_CAF,0.913,0.833,0.913,0.984,0.984,0.966
F04_22GC0110_CAF,0.931,0.903,0.931,0.988,0.988,0.958
F04_22GC0113_CAF,0.904,0.838,0.904,0.978,0.978,0.882
F04_22HC0103_CAF,0.925,0.781,0.911,0.982,0.982,0.954
F04_22HC010A_CAF,0.958,0.901,0.958,0.983,0.983,0.971
F04_22HC010B_CAF,0.891,0.871,0.891,0.983,0.983,0.942
F04_22HC010D_CAF,0.899,0.863,0.899,0.982,0.982,0.969
F04_22HC010F_CAF,0.938,0.685,0.938,0.986,0.986,0.881
F04_22HC010I_CAF,0.890,0.882,0.890,0.971,0.971,0.957
F04_22HC010J_CAF,0.885,0.906,0.906,0.990,0.990,0.959
F04_22HC010K_CAF,0.928,0.871,0.928,0.982,0.982,0.955
F04_22HC0110_CAF,0.965,0.742,0.965,0.992,0.992,0.979
F04_420C0201_CAF,0.961,0.713,0.961,0.990,0.990,0.978
F04_420C0205_CAF,0.900,0.720,0.900,0.981,0.981,0.888
F04_420C0207_CAF,0.914,0.900,0.914,0.977,0.977,0.950
F04_420C0209_CAF,0.925,0.745,0.925,0.985,0.985,0.938
F04_420C020I_CAF,0.833,0.917,0.917,0.967,0.967,0.944
F04_420C020N_CAF,0.902,0.845,0.902,0.983,0.983,0.893
F04_420C020Q_CAF,0.958,0.794,0.958,0.981,0.981,0.939
F04_420C020R_CAF,0.939,0.787,0.939,0.988,0.988,0.975
F04_420C020S_CAF,0.949,0.831,0.947,0.989,0.989,0.923
F04_420C020V_CAF,0.908,0.930,0.930,0.988,0.988,0.953
F04_420C0210_CAF,0.917,0.870,0.917,0.983,0.983,0.939
F04_420C0211_CAF,0.968,0.793,0.968,0.990,0.990,0.981
F04_420C0213_CAF,0.919,0.744,0.919,0.974,0.974,0.942
F04_421C0204_CAF,0.964,0.845,0.964,0.991,0.991,0.981
F04_421C0205_CAF,0.960,0.812,0.962,0.976,0.976,0.975
F04_421C0206_CAF,0.945,0.679,0.945,0.992,0.992,0.973
F04_421C020A_CAF,0.909,0.840,0.909,0.983,0.983,0.907
F04_421C020E_CAF,0.902,0.918,0.918,0.991,0.991,0.975
F04_421C020J_CAF,0.907,0.921,0.907,0.988,0.988,0.967
F04_421C020M_CAF,0.967,0.853,0.967,0.990,0.990,0.982
F04_421C020N_CAF,0.962,0.808,0.962,0.991,0.991,0.977
F04_421C0213_CAF,0.932,0.870,0.932,0.987,0.987,0.975
F04_422C0209_CAF,0.962,0.787,0.958,0.991,0.991,0.983
F04_422C020D_CAF,0.944,0.782,0.944,0.984,0.984,0.984
F04_422C020K_CAF,0.956,0.885,0.956,0.978,0.978,0.971
F04_422C020T_CAF,0.958,0.835,0.958,0.991,0.991,0.976
F04_422C020W_CAF,0.933,0.928,0.927,0.988,0.988,0.973
F04_422C020Z_CAF,0.926,0.898,0.926,0.988,0.988,0.970
F04_422C0210_CAF,0.833,0.804,0.833,0.962,0.962,0.931
F04_423C0202_CAF,0.961,0.870,0.961,0.993,0.993,0.968
F04_423C0206_CAF,0.883,0.803,0.883,0.975,0.975,0.941
F04_423C020B_CAF,0.922,0.706,0.922,0.974,0.974,0.930
F04_423C020F_CAF,0.964,0.843,0.956,0.991,0.991,0.973
F04_423C0211_CAF,0.942,0.926,0.929,0.991,0.991,0.958
F04_050C0103_PED,0.981,0.895,0.981,0.978,0.977,0.971
F04_050C010C_PED,0.987,0.935,0.987,0.992,0.997,0.997
F04_050C010G_PED,0.969,0.930,0.969,0.987,0.995,0.995
F04_050C010K_PED,0.991,0.900,0.991,0.994,0.994,0.983
F04_050C010L_PED,0.988,0.926,0.988,0.982,0.991,0.991
F04_050C010O_PED,0.985,0.938,0.985,0.998,0.998,0.809
F04_050C010P_PED,0.973,0.931,0.973,0.987,0.987,0.984
F04_050C010R_PED,0.968,0.934,0.968,0.991,0.991,0.946
F04_050C010U_PED,0.985,0.904,0.985,0.976,0.977,0.977
F04_050C010W_PED,0.964,0.897,0.964,0.990,0.990,0.913
F04_050C0112_PED,0.958,0.880,0.958,0.983,0.983,0.884
F04_050C0116_PED,0.977,0.968,0.977,0.993,0.993,0.992
F04_051C0105_PED,0.985,0.868,0.985,0.987,0.987,0.974
F04_051C010A_PED,0.986,0.907,0.986,0.976,0.988,0.988
F04_051C010H_PED,0.985,0.921,0.985,0.991,0.991,0.986
F04_051C010K_PED,0.986,0.918,0.986,0.977,0.977,0.972
F04_051C010R_PED,0.973,0.946,0.973,0.991,0.991,0.975
F04_051C010T_PED,0.974,0.932,0.974,0.972,0.970,0.970
F04_051C010W_PED,0.932,0.838,0.932,0.987,0.987,0.971
F04_051C010Y_PED,0.947,0.946,0.947,0.988,0.988,0.987
F04_051C0111_PED,0.979,0.943,0.979,0.992,0.992,0.973
F04_051C0113_PED,0.958,0.923,0.958,0.993,0.993,0.982
F04_052C0102_PED,0.967,0.930,0.967,0.984,0.988,0.988
F04_052C010A_PED,0.980,0.966,0.980,0.991,0.991,0.918
F04_052C010C_PED,0.979,0.967,0.978,0.995,0.995,0.976
F04_052C010F_PED,0.986,0.950,0.985,0.995,0.995,0.992
F04_052C010K_PED,0.989,0.937,0.986,0.989,0.988,0.988
F04_052C010M_PED,0.957,0.831,0.957,0.987,0.987,0.977
F04_052C010S_PED,0.991,0.977,0.991,0.997,0.997,0.995
F04_052C0110_PED,0.970,0.918,0.970,0.993,0.993,0.976
F04_052C0113_PED,0.986,0.922,0.986,0.994,0.994,0.983
F04_052C0116_PED,0.965,0.900,0.965,0.988,0.991,0.991
F04_053C0102_PED,0.992,0.913,0.992,0.997,0.997,0.993
F04_053C0105_PED,0.972,0.926,0.972,0.986,0.987,0.987
F04_053C0106_PED,0.985,0.937,0.985,0.987,0.987,0.971
F04_053C0107_PED,0.982,0.909,0.982,0.976,0.982,0.982
F04_053C010C_PED,0.974,0.892,0.974,0.989,0.989,0.672
F04_053C010D_PED,0.982,0.887,0.982,0.976,0.955,0.964
F04_053C010E_PED,0.981,0.931,0.981,0.993,0.993,0.979
F04_053C010K_PED,0.988,0.858,0.988,0.979,0.951,0.979
F04_053C010Y_PED,0.987,0.906,0.987,0.995,0.995,0.988
F04_053C010Z_PED,0.979,0.923,0.979,0.987,0.987,0.977
F04_053C0112_PED,0.978,0.901,0.978,0.978,0.973,0.974
F04_053C0114_PED,0.982,0.945,0.982,0.994,0.994,0.977
F04_22GC0104_PED,0.991,0.974,0.991,0.995,0.995,0.992
F04_22GC0107_PED,0.983,0.907,0.983,0.983,0.993,0.993
F04_22GC010A_PED,0.971,0.952,0.971,0.983,0.994,0.994
F04_22GC010L_PED,0.952,0.946,0.952,0.991,0.991,0.984
F04_22GC010X_PED,0.976,0.879,0.976,0.973,0.970,0.970
F04_22GC0111_PED,0.982,0.868,0.982,0.990,0.990,0.978
F04_22HC0105_PED,0.977,0.880,0.977,0.974,0.986,0.986
F04_22HC0106_PED,0.983,0.868,0.983,0.988,0.988,0.976
F04_22HC0107_PED,0.946,0.873,0.946,0.971,0.971,0.926
F04_22HC010D_PED,0.977,0.865,0.977,0.981,0.981,0.961
F04_22HC010H_PED,0.981,0.879,0.980,0.981,0.986,0.986
F04_22HC010M_PED,0.979,0.952,0.979,0.989,0.993,0.993
F04_22HC010P_PED,0.979,0.944,0.979,0.985,0.989,0.989
F04_22HC010Q_PED,0.981,0.864,0.981,0.960,0.945,0.945
F04_22HC010V_PED,0.965,0.942,0.965,0.991,0.991,0.961
F04_22HC010W_PED,0.987,0.937,0.987,0.992,0.992,0.991
F04_22HC010X_PED,0.975,0.937,0.975,0.971,0.971,0.971
F04_22HC0111_PED,0.981,0.958,0.981,0.992,0.994,0.994
F04_420C020D_PED,0.982,0.886,0.982,0.988,0.988,0.987
F04_420C020F_PED,0.980,0.943,0.980,0.992,0.992,0.883
F04_420C020J_PED,0.981,0.845,0.981,0.973,0.987,0.987
F04_420C020K_PED,0.964,0.963,0.964,0.996,0.996,0.993
F04_420C020M_PED,0.991,0.923,0.991,0.978,0.986,0.986
F04_420C020U_PED,0.979,0.946,0.979,0.987,0.987,0.987
F04_421C0201_PED,0.982,0.885,0.982,0.983,0.994,0.994
F04_421C0202_PED,0.984,0.900,0.981,0.993,0.993,0.982
F04_421C0207_PED,0.925,0.908,0.924,0.977,0.977,0.974
F04_421C020C_PED,0.980,0.960,0.980,0.984,0.995,0.995
F04_421C020D_PED,0.973,0.907,0.973,0.995,0.995,0.972
F04_421C020G_PED,0.889,0.626,0.889,0.969,0.969,0.893
F04_421C020K_PED,0.992,0.984,0.992,0.998,0.998,0.969
F04_421C020O_PED,0.978,0.950,0.978,0.990,0.990,0.987
F04_421C020R_PED,0.943,0.924,0.943,0.983,0.991,0.991
F04_421C020S_PED,0.983,0.862,0.983,0.978,0.979,0.979
F04_421C020U_PED,0.972,0.931,0.972,0.985,0.985,0.268
F04_421C020X_PED,0.980,0.907,0.980,0.978,0.978,0.945
F04_422C0204_PED,0.983,0.917,0.983,0.967,0.989,0.989
F04_422C0205_PED,0.965,0.899,0.965,0.981,0.981,0.934
F04_422C0208_PED,0.974,0.898,0.974,0.987,0.988,0.988
F04_422C020B_PED,0.954,0.902,0.953,0.992,0.992,0.980
F04_422C020C_PED,0.991,0.956,0.991,0.998,0.998,0.988
F04_422C020E_PED,0.988,0.941,0.988,0.996,0.996,0.993
F04_422C020I_PED,0.978,0.941,0.978,0.990,0.990,0.985
F04_422C020M_PED,0.988,0.888,0.988,0.986,0.986,0.880
F04_422C020N_PED,0.979,0.877,0.979,0.994,0.994,0.973
F04_422C020P_PED,0.971,0.895,0.972,0.980,0.980,0.975
F04_422C020Q_PED,0.980,0.866,0.980,0.970,0.954,0.954
F04_422C0213_PED,0.985,0.906,0.985,0.982,0.981,0.982
F04_422C0214_PED,0.992,0.961,0.992,0.995,0.997,0.997
F04_423C0205_PED,0.982,0.863,0.982,0.973,0.992,0.992
F04_423C020D_PED,0.969,0.900,0.976,0.990,0.990,0.989
F04_423C020G_PED,0.977,0.893,0.977,0.978,0.978,0.977
F04_423C020L_PED,0.971,0.938,0.971,0.995,0.995,0.957
F04_423C020M_PED,0.975,0.870,0.976,0.983,0.994,0.994
F04_423C020R_PED,0.966,0.936,0.966,0.992,0.992,0.987
F04_423C020S_PED,0.968,0.924,0.968,0.994,0.994,0.977
F04_423C020T_PED,0.984,0.895,0.984,0.992,0.992,0.985
F04_423C020U_PED,0.988,0.911,0.988,0.993,0.993,0.985
F04_423C0213_PED,0.988,0.960,0.988,0.993,0.993,0.762
F04_050C0101_STR,0.870,0.870,0.870,0.955,0.955,0.294
F04_050C010Q_STR,0.332,0.206,0.162,0.966,0.966,0.948
F04_050C010T_STR,0.758,0.758,0.621,0.967,0.967,0.485
F04_050C010V_STR,0.607,0.698,0.767,0.578,0.625,0.767
F04_050C0113_STR,0.573,0.197,0.331,0.887,0.742,0.887
F04_050C0115_STR,0.773,0.569,0.407,0.951,0.965,0.965
F04_051C010M_STR,0.762,0.653,0.405,0.915,0.928,0.928
F04_051C010N_STR,0.946,0.923,0.940,0.975,0.975,0.972
F04_051C010S_STR,0.917,0.829,0.917,0.905,0.902,0.905
F04_052C0104_STR,0.832,0.632,0.680,0.821,0.631,0.832
F04_052C0107_STR,0.644,0.557,0.670,0.858,0.858,0.857
F04_052C010G_STR,0.722,0.587,0.589,0.947,0.947,0.918
F04_052C010H_STR,0.864,0.764,0.761,0.952,0.952,0.940
F04_052C010L_STR,0.916,0.691,0.916,0.972,0.972,0.960
F04_052C010N_STR,0.711,0.528,0.268,0.962,0.964,0.964
F04_052C010U_STR,0.950,0.790,0.949,0.981,0.981,0.971
F04_052C010W_STR,0.874,0.874,0.864,0.963,0.963,0.941
F04_052C0111_STR,0.841,0.849,0.849,0.841,0.834,0.841
F04_052C0112_STR,0.625,0.529,0.426,0.715,0.713,0.715
F04_052C0114_STR,0.812,0.644,0.402,0.970,0.970,0.956
F04_053C0103_STR,0.968,0.837,0.968,0.985,0.985,0.924
F04_053C0108_STR,0.835,0.843,0.867,0.900,0.917,0.917
F04_053C010J_STR,0.897,0.863,0.897,0.978,0.978,0.967
F04_053C010L_STR,0.640,0.439,0.444,0.934,0.674,0.934
F04_053C010O_STR,0.730,0.601,0.533,0.966,0.966,0.796
F04_053C010R_STR,0.695,0.508,0.319,0.991,0.991,0.985
F04_053C010T_STR,0.960,0.914,0.960,0.963,0.963,0.944
F04_053C0110_STR,0.882,0.819,0.901,0.953,0.947,0.953
F04_053C0113_STR,0.792,0.473,0.236,0.961,0.961,0.945
F04_22GC0101_STR,0.697,0.354,0.364,0.882,0.593,0.882
F04_22GC010C_STR,0.956,0.815,0.909,0.978,0.978,0.959
F04_22GC010F_STR,0.796,0.297,0.351,0.890,0.900,0.900
F04_22GC010G_STR,0.856,0.550,0.799,0.943,0.884,0.943
F04_22GC010H_STR,0.322,0.177,0.241,0.771,0.487,0.771
F04_22GC010J_STR,0.945,0.734,0.945,0.973,0.973,0.960
F04_22GC010O_STR,0.836,0.808,0.808,0.947,0.947,0.869
F04_22GC010Q_STR,0.897,0.817,0.897,0.977,0.977,0.959
F04_22GC010R_STR,0.892,0.875,0.892,0.959,0.959,0.709
F04_22GC010T_STR,0.944,0.944,0.941,0.973,0.973,0.968
F04_22GC010U_STR,0.778,0.538,0.521,0.988,0.988,0.977
F04_22GC010V_STR,0.629,0.662,0.350,0.889,0.819,0.889
F04_22GC0110_STR,0.779,0.746,0.745,0.954,0.960,0.960
F04_22GC0112_STR,0.939,0.814,0.939,0.956,0.956,0.933
F04_22GC0114_STR,0.866,0.749,0.742,0.891,0.891,0.866
F04_22HC0101_STR,0.831,0.538,0.755,0.958,0.958,0.930
F04_22HC0102_STR,0.850,0.743,0.510,0.980,0.982,0.982
F04_22HC0104_STR,0.873,0.801,0.866,0.943,0.944,0.944
F04_22HC010G_STR,0.910,0.896,0.910,0.959,0.959,0.906
F04_22HC010O_STR,0.932,0.796,0.902,0.985,0.985,0.903
F04_22HC010S_STR,0.804,0.494,0.674,0.961,0.961,0.910
F04_22HC0113_STR,0.945,0.791,0.910,0.979,0.983,0.983
F04_420C0202_STR,0.839,0.732,0.839,0.942,0.942,0.882
F04_420C0203_STR,0.893,0.888,0.893,0.962,0.962,0.950
F04_420C0204_STR,0.772,0.553,0.594,0.973,0.973,0.957
F04_420C0208_STR,0.941,0.894,0.941,0.978,0.978,0.832
F04_420C020G_STR,0.911,0.831,0.911,0.987,0.987,0.902
F04_420C020H_STR,0.892,0.883,0.887,0.986,0.986,0.772
F04_420C020J_STR,0.630,0.329,0.340,0.841,0.817,0.841
F04_420C020O_STR,0.479,0.402,0.325,0.951,0.951,0.933
F04_420C020T_STR,0.964,0.847,0.964,0.989,0.989,0.898
F04_420C020X_STR,0.934,0.877,0.934,0.990,0.990,0.981
F04_420C0212_STR,0.559,0.252,0.268,0.746,0.746,0.388
F04_420C0214_STR,0.711,0.682,0.711,0.944,0.944,0.933
F04_421C0203_STR,0.869,0.734,0.845,0.977,0.977,0.840
F04_421C0204_STR,0.897,0.729,0.876,0.935,0.932,0.935
F04_421C0206_STR,0.928,0.928,0.927,0.960,0.960,0.859
F04_421C020B_STR,0.929,0.764,0.929,0.991,0.991,0.939
F04_421C020F_STR,0.978,0.815,0.978,0.979,0.988,0.988
F04_421C020I_STR,0.831,0.731,0.831,0.974,0.974,0.934
F04_421C020L_STR,0.830,0.698,0.830,0.960,0.960,0.889
F04_421C020P_STR,0.672,0.529,0.739,0.775,0.775,0.739
F04_421C020T_STR,0.770,0.785,0.391,0.988,0.988,0.979
F04_421C020V_STR,0.865,0.775,0.476,0.974,0.974,0.952
F04_421C020W_STR,0.839,0.650,0.770,0.915,0.930,0.930
F04_421C020Y_STR,0.738,0.665,0.750,0.747,0.739,0.750
F04_422C0202_STR,0.650,0.278,0.446,0.719,0.445,0.719
F04_422C0203_STR,0.865,0.873,0.873,0.963,0.963,0.860
F04_422C0206_STR,0.833,0.833,0.656,0.985,0.985,0.984
F04_422C020A_STR,0.760,0.793,0.896,0.921,0.921,0.907
F04_422C020E_STR,0.844,0.844,0.656,0.962,0.962,0.953
F04_422C020L_STR,0.923,0.745,0.749,0.944,0.944,0.920
F04_422C020N_STR,0.666,0.342,0.392,0.875,0.726,0.875
F04_422C020O_STR,0.821,0.799,0.805,0.785,0.827,0.827
F04_422C020R_STR,0.918,0.784,0.758,0.960,0.971,0.971
F04_422C020X_STR,0.959,0.825,0.959,0.989,0.989,0.989
F04_422C0215_STR,0.932,0.845,0.925,0.986,0.986,0.930
F04_423C0201_STR,0.960,0.932,0.960,0.972,0.977,0.977
F04_423C0204_STR,0.966,0.978,0.978,0.979,0.979,0.959
F04_423C0208_STR,0.842,0.847,0.847,0.873,0.873,0.855
F04_423C0209_STR,0.962,0.875,0.962,0.994,0.994,0.989
F04_423C020H_STR,0.910,0.899,0.910,0.965,0.975,0.975
F04_423C020I_STR,0.876,0.818,0.876,0.910,0.922,0.922
F04_423C020J_STR,0.881,0.904,0.911,0.930,0.930,0.911
F04_423C020K_STR,0.914,0.720,0.914,0.965,0.965,0.941
F04_423C020O_STR,0.922,0.901,0.910,0.940,0.940,0.931
F04_423C020Q_STR,0.912,0.910,0.912,0.967,0.967,0.864
F04_423C020R_STR,0.756,0.290,0.418,0.918,0.883,0.918
F04_423C020S_STR,0.542,0.398,0.192,0.987,0.987,0.960
F04_423C020X_STR,0.842,0.587,0.770,0.842,0.783,0.806
F04_423C020Y_STR,0.507,0.144,0.183,0.979,0.982,0.982
F04_423C0212_STR,0.831,0.853,0.853,0.940,0.947,0.947
F04_423C0216_STR,0.706,0.596,0.337,0.978,0.978,0.958
M04_050C0101_BTH,0.990,0.978,0.982,0.996,0.998,0.998
M04_050C010Q_BTH,0.992,0.992,0.988,0.998,0.999,0.999
M04_050C010T_BTH,0.974,0.974,0.974,0.998,0.999,0.999
M04_050C010V_BTH,0.988,0.982,0.985,0.996,0.998,0.998
M04_050C0113_BTH,0.985,0.978,0.985,0.999,0.999,0.998
M04_051C010M_BTH,0.984,0.986,0.981,0.997,0.999,0.999
M04_051C010N_BTH,0.986,0.981,0.986,0.997,0.997,0.991
M04_051C010S_BTH,0.988,0.971,0.985,0.996,0.996,0.995
M04_052C0104_BTH,0.990,0.988,0.982,0.998,0.998,0.995
M04_052C0107_BTH,0.992,0.979,0.984,0.998,0.998,0.996
M04_052C010G_BTH,0.986,0.986,0.986,0.998,0.998,0.998
M04_052C010H_BTH,0.988,0.972,0.988,0.998,0.998,0.995
M04_052C010N_BTH,0.995,0.976,0.984,0.999,0.999,0.998
M04_052C010U_BTH,0.986,0.980,0.986,0.999,0.999,0.998
M04_052C010W_BTH,0.982,0.957,0.982,0.998,0.999,0.999
M04_052C0111_BTH,0.986,0.977,0.986,0.997,0.997,0.994
M04_052C0112_BTH,0.982,0.978,0.982,0.998,0.998,0.998
M04_052C0114_BTH,0.991,0.964,0.980,0.998,0.998,0.998
M04_053C0103_BTH,0.983,0.969,0.983,0.997,0.997,0.996
M04_053C0108_BTH,0.994,0.968,0.994,0.999,0.999,0.999
M04_053C010J_BTH,0.983,0.977,0.983,0.998,0.998,0.998
M04_053C010L_BTH,0.988,0.981,0.980,0.993,0.993,0.993
M04_053C010O_BTH,0.991,0.967,0.991,0.998,0.998,0.998
M04_053C010R_BTH,0.974,0.974,0.974,0.997,0.999,0.999
M04_053C010T_BTH,0.986,0.932,0.986,0.998,0.998,0.997
M04_053C0110_BTH,0.984,0.992,0.983,0.999,0.999,0.999
M04_22GC0101_BTH,0.977,0.977,0.974,0.997,0.998,0.998
M04_22GC010C_BTH,0.991,0.987,0.991,0.998,0.999,0.999
M04_22GC010F_BTH,0.989,0.963,0.989,0.999,0.999,0.999
M04_22GC010G_BTH,0.979,0.976,0.979,0.998,0.998,0.998
M04_22GC010H_BTH,0.985,0.985,0.978,0.999,0.999,0.999
M04_22GC010J_BTH,0.992,0.972,0.992,0.999,0.999,0.999
M04_22GC010N_BTH,0.982,0.971,0.982,0.998,0.998,0.998
M04_22GC010O_BTH,0.987,0.986,0.987,0.998,0.999,0.999
M04_22GC010Q_BTH,0.988,0.961,0.985,0.997,0.997,0.996
M04_22GC010R_BTH,0.993,0.967,0.993,0.999,0.999,0.997
M04_22GC010T_BTH,0.982,0.965,0.982,0.998,0.998,0.997
M04_22GC010U_BTH,0.994,0.983,0.994,0.998,0.999,0.999
M04_22GC010V_BTH,0.992,0.983,0.981,0.998,0.999,0.999
M04_22GC0110_BTH,0.989,0.972,0.984,0.998,0.998,0.997
M04_22GC0112_BTH,0.988,0.954,0.988,0.999,0.999,0.998
M04_22GC0114_BTH,0.990,0.957,0.990,0.999,0.999,0.999
M04_22HC0101_BTH,0.990,0.966,0.983,0.997,0.997,0.997
M04_22HC0102_BTH,0.990,0.988,0.987,0.999,0.999,0.997
M04_22HC0104_BTH,0.992,0.958,0.992,0.999,0.999,0.999
M04_22HC010G_BTH,0.989,0.986,0.987,0.997,0.997,0.997
M04_22HC010O_BTH,0.989,0.976,0.989,0.998,0.998,0.997
M04_22HC010S_BTH,0.983,0.959,0.989,0.998,0.998,0.959
M04_22HC010Y_BTH,0.995,0.943,0.987,0.999,0.999,0.999
M04_22HC0113_BTH,0.989,0.989,0.984,0.999,0.999,0.999
M04_420C0202_BTH,0.987,0.964,0.983,0.996,0.996,0.994
M04_420C0203_BTH,0.981,0.970,0.981,0.999,0.999,0.999
M04_420C0204_BTH,0.983,0.973,0.983,0.998,0.999,0.999
M04_420C0208_BTH,0.989,0.960,0.981,0.996,0.996,0.992
M04_420C020G_BTH,0.988,0.970,0.988,0.998,0.998,0.997
M04_420C020H_BTH,0.985,0.975,0.985,0.998,0.998,0.998
M04_420C020J_BTH,0.984,0.981,0.984,0.999,0.999,0.999
M04_420C020O_BTH,0.988,0.959,0.988,0.997,0.997,0.993
M04_420C020T_BTH,0.992,0.975,0.992,0.999,0.999,0.998
M04_420C020X_BTH,0.982,0.976,0.982,0.998,0.999,0.999
M04_420C0212_BTH,0.972,0.972,0.972,0.998,0.998,0.997
M04_420C0214_BTH,0.990,0.973,0.990,0.999,0.999,0.999
M04_421C0203_BTH,0.989,0.980,0.989,0.998,0.998,0.997
M04_421C0204_BTH,0.994,0.976,0.986,0.998,0.998,0.998
M04_421C0206_BTH,0.990,0.984,0.984,0.998,0.998,0.997
M04_421C020B_BTH,0.994,0.982,0.994,0.999,0.999,0.998
M04_421C020F_BTH,0.988,0.981,0.988,0.998,0.998,0.998
M04_421C020I_BTH,0.991,0.972,0.984,0.998,0.998,0.997
M04_421C020L_BTH,0.987,0.970,0.984,0.997,0.997,0.991
M04_421C020P_BTH,0.992,0.987,0.986,0.999,0.999,0.998
M04_421C020T_BTH,0.988,0.981,0.988,0.999,0.999,0.999
M04_421C020V_BTH,0.991,0.981,0.991,1.000,1.000,0.999
M04_421C020W_BTH,0.978,0.962,0.978,0.999,0.999,0.997
M04_421C020Y_BTH,0.986,0.957,0.980,0.996,0.996,0.991
M04_422C0202_BTH,0.981,0.966,0.981,0.998,0.998,0.997
M04_422C0203_BTH,0.989,0.983,0.989,0.999,0.999,0.998
M04_422C0206_BTH,0.978,0.973,0.978,0.998,0.998,0.998
M04_422C020A_BTH,0.992,0.962,0.992,0.999,0.999,0.999
M04_422C020E_BTH,0.997,0.989,0.991,0.999,0.999,0.999
M04_422C020L_BTH,0.994,0.983,0.985,0.998,0.998,0.997
M04_422C020N_BTH,0.985,0.978,0.985,0.999,0.999,0.999
M04_422C020O_BTH,0.987,0.958,0.987,0.996,0.996,0.991
M04_422C020R_BTH,0.979,0.965,0.979,0.999,0.999,0.998
M04_422C020X_BTH,0.985,0.985,0.984,0.998,0.998,0.998
M04_422C0212_BTH,0.991,0.980,0.984,0.998,0.998,0.998
M04_422C0215_BTH,0.989,0.970,0.989,0.998,0.998,0.997
M04_423C0201_BTH,0.990,0.975,0.990,0.998,0.999,0.999
M04_423C0204_BTH,0.986,0.976,0.986,0.998,0.998,0.998
M04_423C0208_BTH,0.992,0.987,0.986,0.998,0.998,0.997
M04_423C0209_BTH,0.977,0.970,0.977,0.998,0.998,0.998
M04_423C020H_BTH,0.983,0.969,0.983,0.996,0.999,0.999
M04_423C020I_BTH,0.989,0.990,0.989,0.998,0.998,0.996
M04_423C020J_BTH,0.982,0.982,0.976,0.999,0.999,0.999
M04_423C020K_BTH,0.989,0.982,0.989,0.999,0.999,0.999
M04_423C020O_BTH,0.989,0.975,0.986,0.998,0.998,0.997
M04_423C020Q_BTH,0.989,0.989,0.988,0.997,0.998,0.998
M04_423C020R_BTH,0.986,0.985,0.984,0.997,0.997,0.993
